roll_no,name,math,physics,chemistry,english,cs,economics
GRADSKEY09451,Student_9451,79,71,53,62,70,91
GRADSKEY09452,Student_9452,74,96,87,51,59,46
GRADSKEY09453,Student_9453,47,50,81,68,53,70
GRADSKEY09454,Student_9454,43,71,55,36,64,52
GRADSKEY09455,Student_9455,77,43,39,76,61,84
GRADSKEY09456,Student_9456,75,41,41,61,94,50
GRADSKEY09457,Student_9457,84,91,80,40,49,40
GRADSKEY09458,Student_9458,100,78,52,45,74,91
GRADSKEY09459,Student_9459,31,50,52,73,100,65
GRADSKEY09460,Student_9460,48,55,66,51,45,74
GRADSKEY09461,Student_9461,68,37,95,72,82,71
GRADSKEY09462,Student_9462,35,31,69,88,74,52
GRADSKEY09463,Student_9463,66,30,99,100,35,53
GRADSKEY09464,Student_9464,67,60,49,76,39,48
GRADSKEY09465,Student_9465,62,99,60,34,84,35
GRADSKEY09466,Student_9466,38,86,44,59,94,73
GRADSKEY09467,Student_9467,93,64,82,97,38,66
GRADSKEY09468,Student_9468,49,35,32,69,64,73
GRADSKEY09469,Student_9469,69,68,44,55,40,56
GRADSKEY09470,Student_9470,50,77,98,43,52,63
GRADSKEY09471,Student_9471,50,34,93,90,82,36
GRADSKEY09472,Student_9472,51,74,37,86,46,80
GRADSKEY09473,Student_9473,32,95,38,34,54,58
GRADSKEY09474,Student_9474,81,94,63,33,39,45
GRADSKEY09475,Student_9475,72,98,43,65,57,56
GRADSKEY09476,Student_9476,68,99,36,70,66,59
GRADSKEY09477,Student_9477,100,64,71,48,40,58
GRADSKEY09478,Student_9478,70,40,73,74,90,57
GRADSKEY09479,Student_9479,75,86,63,90,79,46
GRADSKEY09480,Student_9480,73,74,91,73,89,60
GRADSKEY09481,Student_9481,39,52,100,47,39,67
GRADSKEY09482,Student_9482,94,70,75,49,60,41
GRADSKEY09483,Student_9483,41,36,70,72,77,30
GRADSKEY09484,Student_9484,73,75,41,88,45,90
GRADSKEY09485,Student_9485,80,93,88,55,51,32
GRADSKEY09486,Student_9486,92,72,78,81,95,49
GRADSKEY09487,Student_9487,62,81,96,58,61,59
GRADSKEY09488,Student_9488,85,69,30,41,38,30
GRADSKEY09489,Student_9489,100,98,97,93,39,51
GRADSKEY09490,Student_9490,35,73,34,91,80,71
GRADSKEY09491,Student_9491,61,52,85,66,40,97
GRADSKEY09492,Student_9492,66,66,93,100,87,74
GRADSKEY09493,Student_9493,48,96,53,51,38,31
GRADSKEY09494,Student_9494,35,100,97,72,83,99
GRADSKEY09495,Student_9495,55,84,47,52,64,94
GRADSKEY09496,Student_9496,85,69,97,60,100,46
GRADSKEY09497,Student_9497,52,69,54,65,54,94
GRADSKEY09498,Student_9498,84,56,33,83,37,72
GRADSKEY09499,Student_9499,43,95,66,83,40,36
GRADSKEY09500,Student_9500,54,74,72,48,92,59
GRADSKEY09501,Student_9501,31,77,83,70,31,36
GRADSKEY09502,Student_9502,87,60,87,69,92,80
GRADSKEY09503,Student_9503,61,57,30,41,97,83
GRADSKEY09504,Student_9504,98,60,67,47,35,66
GRADSKEY09505,Student_9505,42,76,89,93,47,92
GRADSKEY09506,Student_9506,41,48,36,48,80,75
GRADSKEY09507,Student_9507,82,54,49,33,89,90
GRADSKEY09508,Student_9508,40,90,43,65,76,88
GRADSKEY09509,Student_9509,40,40,97,33,43,42
GRADSKEY09510,Student_9510,46,55,44,44,60,60
GRADSKEY09511,Student_9511,74,56,61,84,56,72
GRADSKEY09512,Student_9512,49,60,100,41,30,40
GRADSKEY09513,Student_9513,51,53,75,76,70,34
GRADSKEY09514,Student_9514,46,81,100,50,38,41
GRADSKEY09515,Student_9515,61,41,45,79,51,74
GRADSKEY09516,Student_9516,57,43,68,51,96,45
GRADSKEY09517,Student_9517,43,44,30,44,76,88
GRADSKEY09518,Student_9518,47,98,61,92,63,47
GRADSKEY09519,Student_9519,48,87,47,87,42,66
GRADSKEY09520,Student_9520,98,80,60,78,69,66
GRADSKEY09521,Student_9521,39,36,35,44,42,52
GRADSKEY09522,Student_9522,66,56,58,89,34,54
GRADSKEY09523,Student_9523,59,100,43,31,73,62
GRADSKEY09524,Student_9524,42,64,72,62,55,84
GRADSKEY09525,Student_9525,99,49,73,90,82,80
GRADSKEY09526,Student_9526,39,99,44,51,93,86
GRADSKEY09527,Student_9527,46,78,36,40,88,56
GRADSKEY09528,Student_9528,100,67,35,32,72,47
GRADSKEY09529,Student_9529,83,71,59,69,80,81
GRADSKEY09530,Student_9530,42,83,42,74,65,90
GRADSKEY09531,Student_9531,62,58,95,51,42,65
GRADSKEY09532,Student_9532,37,83,70,42,33,75
GRADSKEY09533,Student_9533,40,67,35,47,40,90
GRADSKEY09534,Student_9534,63,43,52,44,76,56
GRADSKEY09535,Student_9535,34,59,68,42,66,95
GRADSKEY09536,Student_9536,33,100,76,86,41,30
GRADSKEY09537,Student_9537,42,78,33,45,85,88
GRADSKEY09538,Student_9538,82,49,87,90,44,30
GRADSKEY09539,Student_9539,30,68,67,32,52,93
GRADSKEY09540,Student_9540,99,52,46,93,54,84
GRADSKEY09541,Student_9541,61,58,60,55,65,80
GRADSKEY09542,Student_9542,35,64,86,94,73,90
GRADSKEY09543,Student_9543,58,49,61,92,43,38
GRADSKEY09544,Student_9544,95,50,76,92,41,82
GRADSKEY09545,Student_9545,69,82,55,89,45,81
GRADSKEY09546,Student_9546,84,35,53,32,85,51
GRADSKEY09547,Student_9547,80,95,63,62,45,71
GRADSKEY09548,Student_9548,71,31,92,88,38,91
GRADSKEY09549,Student_9549,45,66,95,80,36,80
GRADSKEY09550,Student_9550,97,35,64,52,91,94
GRADSKEY09551,Student_9551,96,85,47,50,37,78
GRADSKEY09552,Student_9552,90,57,88,66,82,68
GRADSKEY09553,Student_9553,34,90,83,58,93,32
GRADSKEY09554,Student_9554,95,52,86,91,33,88
GRADSKEY09555,Student_9555,44,47,89,44,75,66
GRADSKEY09556,Student_9556,71,74,75,37,79,51
GRADSKEY09557,Student_9557,35,77,40,42,53,94
GRADSKEY09558,Student_9558,41,93,41,34,30,84
GRADSKEY09559,Student_9559,91,72,72,42,86,46
GRADSKEY09560,Student_9560,59,65,58,38,56,54
GRADSKEY09561,Student_9561,61,93,69,60,84,59
GRADSKEY09562,Student_9562,35,96,81,67,55,32
GRADSKEY09563,Student_9563,38,78,30,73,39,96
GRADSKEY09564,Student_9564,59,92,43,32,88,85
GRADSKEY09565,Student_9565,66,62,49,37,91,100
GRADSKEY09566,Student_9566,94,66,38,74,69,43
GRADSKEY09567,Student_9567,33,31,36,40,84,42
GRADSKEY09568,Student_9568,50,94,85,94,82,76
GRADSKEY09569,Student_9569,87,97,70,71,54,90
GRADSKEY09570,Student_9570,59,81,100,71,55,50
GRADSKEY09571,Student_9571,31,57,32,56,55,64
GRADSKEY09572,Student_9572,98,88,65,80,59,45
GRADSKEY09573,Student_9573,79,88,74,87,93,77
GRADSKEY09574,Student_9574,88,52,83,60,78,43
GRADSKEY09575,Student_9575,58,39,56,96,43,94
GRADSKEY09576,Student_9576,79,42,44,49,56,83
GRADSKEY09577,Student_9577,81,43,61,96,37,30
GRADSKEY09578,Student_9578,69,59,52,37,81,75
GRADSKEY09579,Student_9579,35,100,46,43,65,87
GRADSKEY09580,Student_9580,87,36,49,45,83,96
GRADSKEY09581,Student_9581,37,78,44,40,64,58
GRADSKEY09582,Student_9582,85,98,47,84,70,32
GRADSKEY09583,Student_9583,59,82,45,54,89,36
GRADSKEY09584,Student_9584,42,46,57,78,73,54
GRADSKEY09585,Student_9585,82,52,51,54,84,45
GRADSKEY09586,Student_9586,61,86,79,97,79,90
GRADSKEY09587,Student_9587,70,64,79,57,32,78
GRADSKEY09588,Student_9588,78,85,39,88,51,61
GRADSKEY09589,Student_9589,86,51,31,81,54,33
GRADSKEY09590,Student_9590,66,60,65,73,35,50
GRADSKEY09591,Student_9591,55,49,95,93,76,90
GRADSKEY09592,Student_9592,43,62,79,71,45,61
GRADSKEY09593,Student_9593,90,36,91,51,84,68
GRADSKEY09594,Student_9594,71,48,84,30,66,98
GRADSKEY09595,Student_9595,53,41,97,74,95,69
GRADSKEY09596,Student_9596,30,37,48,35,87,88
GRADSKEY09597,Student_9597,58,48,57,98,70,74
GRADSKEY09598,Student_9598,82,68,54,100,43,85
GRADSKEY09599,Student_9599,47,68,42,51,85,90
GRADSKEY09600,Student_9600,96,90,39,78,84,88
GRADSKEY09601,Student_9601,83,99,80,38,79,32
GRADSKEY09602,Student_9602,79,67,38,50,57,63
GRADSKEY09603,Student_9603,97,39,31,49,49,90
GRADSKEY09604,Student_9604,100,79,91,95,44,66
GRADSKEY09605,Student_9605,33,60,36,91,58,99
GRADSKEY09606,Student_9606,87,57,82,66,97,98
GRADSKEY09607,Student_9607,64,84,98,55,33,46
GRADSKEY09608,Student_9608,92,95,78,53,65,96
GRADSKEY09609,Student_9609,83,74,87,59,40,32
GRADSKEY09610,Student_9610,64,42,78,85,49,92
GRADSKEY09611,Student_9611,66,49,87,52,32,39
GRADSKEY09612,Student_9612,52,100,48,59,40,68
GRADSKEY09613,Student_9613,90,60,65,79,100,41
GRADSKEY09614,Student_9614,88,44,42,72,40,73
GRADSKEY09615,Student_9615,73,86,87,60,66,89
GRADSKEY09616,Student_9616,61,80,68,37,70,81
GRADSKEY09617,Student_9617,52,44,94,58,95,70
GRADSKEY09618,Student_9618,32,40,58,59,59,65
GRADSKEY09619,Student_9619,30,58,79,84,30,75
GRADSKEY09620,Student_9620,69,79,80,36,50,70
GRADSKEY09621,Student_9621,84,100,75,48,67,76
GRADSKEY09622,Student_9622,53,68,77,53,43,42
GRADSKEY09623,Student_9623,70,69,48,44,41,61
GRADSKEY09624,Student_9624,81,84,67,85,42,84
GRADSKEY09625,Student_9625,100,97,100,39,83,50
GRADSKEY09626,Student_9626,52,47,46,47,46,51
GRADSKEY09627,Student_9627,59,41,39,34,37,48
GRADSKEY09628,Student_9628,73,64,40,99,39,50
GRADSKEY09629,Student_9629,56,38,91,43,91,56
GRADSKEY09630,Student_9630,57,40,83,93,100,75
GRADSKEY09631,Student_9631,72,55,35,70,96,77
GRADSKEY09632,Student_9632,86,55,43,87,50,37
GRADSKEY09633,Student_9633,52,92,46,37,69,81
GRADSKEY09634,Student_9634,71,44,47,50,79,85
GRADSKEY09635,Student_9635,33,99,77,43,64,43
GRADSKEY09636,Student_9636,64,37,42,86,36,57
GRADSKEY09637,Student_9637,53,47,59,92,88,50
GRADSKEY09638,Student_9638,74,86,62,52,90,46
GRADSKEY09639,Student_9639,73,48,72,76,96,31
GRADSKEY09640,Student_9640,84,62,33,49,65,59
GRADSKEY09641,Student_9641,41,30,76,40,87,65
GRADSKEY09642,Student_9642,43,52,49,30,88,92
GRADSKEY09643,Student_9643,76,63,86,43,70,82
GRADSKEY09644,Student_9644,66,59,39,64,60,75
GRADSKEY09645,Student_9645,78,89,72,72,75,61
GRADSKEY09646,Student_9646,92,71,31,36,31,100
GRADSKEY09647,Student_9647,99,78,84,40,56,88
GRADSKEY09648,Student_9648,42,63,43,55,74,96
GRADSKEY09649,Student_9649,36,41,99,40,49,52
GRADSKEY09650,Student_9650,48,86,91,86,99,65
GRADSKEY09651,Student_9651,32,47,99,45,86,36
GRADSKEY09652,Student_9652,85,40,89,49,55,36
GRADSKEY09653,Student_9653,94,64,58,51,57,68
GRADSKEY09654,Student_9654,95,98,35,44,77,97
GRADSKEY09655,Student_9655,78,80,54,72,72,45
GRADSKEY09656,Student_9656,93,69,57,60,67,61
GRADSKEY09657,Student_9657,84,62,76,77,44,41
GRADSKEY09658,Student_9658,53,75,74,95,61,37
GRADSKEY09659,Student_9659,81,77,88,75,89,52
GRADSKEY09660,Student_9660,48,59,74,82,72,79
GRADSKEY09661,Student_9661,69,54,93,91,30,87
GRADSKEY09662,Student_9662,40,90,98,65,51,67
GRADSKEY09663,Student_9663,56,52,69,52,60,31
GRADSKEY09664,Student_9664,84,49,62,41,60,62
GRADSKEY09665,Student_9665,65,52,94,47,65,61
GRADSKEY09666,Student_9666,31,49,88,42,85,34
GRADSKEY09667,Student_9667,56,87,93,64,57,84
GRADSKEY09668,Student_9668,45,64,100,56,79,91
GRADSKEY09669,Student_9669,39,88,40,90,60,33
GRADSKEY09670,Student_9670,35,57,97,41,53,44
GRADSKEY09671,Student_9671,44,66,57,79,92,75
GRADSKEY09672,Student_9672,39,34,42,39,72,34
GRADSKEY09673,Student_9673,46,57,48,78,31,77
GRADSKEY09674,Student_9674,43,55,53,39,71,98
GRADSKEY09675,Student_9675,99,46,96,52,58,78
GRADSKEY09676,Student_9676,93,32,98,30,74,50
GRADSKEY09677,Student_9677,100,68,62,77,43,63
GRADSKEY09678,Student_9678,67,42,44,48,34,93
GRADSKEY09679,Student_9679,73,96,91,45,46,49
GRADSKEY09680,Student_9680,70,74,100,77,80,38
GRADSKEY09681,Student_9681,89,44,99,56,89,64
GRADSKEY09682,Student_9682,59,67,79,91,86,85
GRADSKEY09683,Student_9683,62,96,47,100,98,31
GRADSKEY09684,Student_9684,81,44,91,66,31,90
GRADSKEY09685,Student_9685,61,69,64,78,76,70
GRADSKEY09686,Student_9686,55,44,69,57,91,31
GRADSKEY09687,Student_9687,30,63,47,77,75,72
GRADSKEY09688,Student_9688,38,34,96,33,43,59
GRADSKEY09689,Student_9689,81,45,76,66,34,84
GRADSKEY09690,Student_9690,35,30,38,48,78,85
GRADSKEY09691,Student_9691,85,77,47,33,69,86
GRADSKEY09692,Student_9692,50,39,87,45,40,87
GRADSKEY09693,Student_9693,43,90,100,39,73,70
GRADSKEY09694,Student_9694,74,83,40,40,46,91
GRADSKEY09695,Student_9695,52,63,32,35,83,55
GRADSKEY09696,Student_9696,62,41,80,37,90,56
GRADSKEY09697,Student_9697,46,76,53,50,99,92
GRADSKEY09698,Student_9698,49,75,65,85,64,78
GRADSKEY09699,Student_9699,58,41,35,95,45,90
GRADSKEY09700,Student_9700,84,97,39,43,72,47
GRADSKEY09701,Student_9701,78,94,58,70,69,48
GRADSKEY09702,Student_9702,83,66,80,81,85,87
GRADSKEY09703,Student_9703,49,80,83,43,91,91
GRADSKEY09704,Student_9704,91,82,47,74,50,83
GRADSKEY09705,Student_9705,77,38,40,90,68,88
GRADSKEY09706,Student_9706,80,63,70,70,90,31
GRADSKEY09707,Student_9707,62,86,95,44,93,82
GRADSKEY09708,Student_9708,35,44,38,79,92,45
GRADSKEY09709,Student_9709,37,35,82,81,63,36
GRADSKEY09710,Student_9710,62,99,59,100,98,40
GRADSKEY09711,Student_9711,82,68,78,56,31,60
GRADSKEY09712,Student_9712,33,98,93,64,53,93
GRADSKEY09713,Student_9713,44,47,69,88,94,66
GRADSKEY09714,Student_9714,83,69,89,53,92,55
GRADSKEY09715,Student_9715,85,78,97,95,30,36
GRADSKEY09716,Student_9716,72,34,60,61,35,30
GRADSKEY09717,Student_9717,48,87,52,30,94,63
GRADSKEY09718,Student_9718,77,38,80,40,57,71
GRADSKEY09719,Student_9719,94,62,61,88,96,65
GRADSKEY09720,Student_9720,78,61,62,85,51,85
GRADSKEY09721,Student_9721,49,92,52,92,75,65
GRADSKEY09722,Student_9722,92,42,67,69,57,78
GRADSKEY09723,Student_9723,59,60,65,58,34,32
GRADSKEY09724,Student_9724,78,40,38,46,49,72
GRADSKEY09725,Student_9725,58,75,98,78,79,50
GRADSKEY09726,Student_9726,33,85,78,99,39,89
GRADSKEY09727,Student_9727,93,90,76,81,50,86
GRADSKEY09728,Student_9728,86,53,47,34,54,85
GRADSKEY09729,Student_9729,38,69,48,58,75,66
GRADSKEY09730,Student_9730,47,35,73,48,67,95
GRADSKEY09731,Student_9731,49,39,38,71,58,99
GRADSKEY09732,Student_9732,41,80,79,49,73,78
GRADSKEY09733,Student_9733,78,94,99,89,40,94
GRADSKEY09734,Student_9734,48,67,86,52,30,82
GRADSKEY09735,Student_9735,50,90,84,32,77,31
GRADSKEY09736,Student_9736,68,63,49,51,79,65
GRADSKEY09737,Student_9737,87,43,65,79,44,99
GRADSKEY09738,Student_9738,84,91,90,85,53,92
GRADSKEY09739,Student_9739,76,91,78,43,36,52
GRADSKEY09740,Student_9740,41,48,69,46,53,92
GRADSKEY09741,Student_9741,65,83,44,48,34,46
GRADSKEY09742,Student_9742,54,88,91,82,100,41
GRADSKEY09743,Student_9743,43,50,55,44,85,38
GRADSKEY09744,Student_9744,67,82,82,30,55,84
GRADSKEY09745,Student_9745,78,35,62,95,48,36
GRADSKEY09746,Student_9746,91,88,94,61,92,86
GRADSKEY09747,Student_9747,66,84,36,79,70,84
GRADSKEY09748,Student_9748,73,90,40,94,97,95
GRADSKEY09749,Student_9749,43,41,84,52,87,79
GRADSKEY09750,Student_9750,49,66,98,59,61,36
GRADSKEY09751,Student_9751,58,56,35,95,67,86
GRADSKEY09752,Student_9752,42,44,57,100,64,53
GRADSKEY09753,Student_9753,42,85,39,77,46,54
GRADSKEY09754,Student_9754,54,96,64,74,76,38
GRADSKEY09755,Student_9755,67,32,75,65,93,39
GRADSKEY09756,Student_9756,46,76,56,90,57,91
GRADSKEY09757,Student_9757,38,64,81,86,97,100
GRADSKEY09758,Student_9758,85,44,53,55,34,91
GRADSKEY09759,Student_9759,55,78,90,60,40,92
GRADSKEY09760,Student_9760,49,100,40,53,49,57
GRADSKEY09761,Student_9761,49,50,93,44,44,93
GRADSKEY09762,Student_9762,90,60,89,78,93,36
GRADSKEY09763,Student_9763,69,30,93,85,78,96
GRADSKEY09764,Student_9764,35,49,97,50,66,100
GRADSKEY09765,Student_9765,89,61,85,47,40,37
GRADSKEY09766,Student_9766,98,91,53,43,78,78
GRADSKEY09767,Student_9767,46,98,48,70,42,80
GRADSKEY09768,Student_9768,57,65,97,90,95,30
GRADSKEY09769,Student_9769,36,62,46,61,94,95
GRADSKEY09770,Student_9770,55,46,75,35,94,53
GRADSKEY09771,Student_9771,55,86,63,30,65,71
GRADSKEY09772,Student_9772,94,80,48,82,80,46
GRADSKEY09773,Student_9773,96,44,96,81,81,88
GRADSKEY09774,Student_9774,57,41,34,44,37,97
GRADSKEY09775,Student_9775,68,97,61,39,60,68
GRADSKEY09776,Student_9776,87,67,55,97,44,90
GRADSKEY09777,Student_9777,83,72,72,68,54,61
GRADSKEY09778,Student_9778,82,78,53,54,58,58
GRADSKEY09779,Student_9779,76,82,47,97,40,90
GRADSKEY09780,Student_9780,30,72,80,85,49,80
GRADSKEY09781,Student_9781,84,49,51,65,31,72
GRADSKEY09782,Student_9782,39,65,48,57,56,50
GRADSKEY09783,Student_9783,75,62,45,48,62,59
GRADSKEY09784,Student_9784,88,42,72,83,77,36
GRADSKEY09785,Student_9785,91,82,53,53,53,36
GRADSKEY09786,Student_9786,57,36,70,55,84,82
GRADSKEY09787,Student_9787,87,31,77,76,86,39
GRADSKEY09788,Student_9788,45,73,38,78,89,55
GRADSKEY09789,Student_9789,81,43,70,42,69,70
GRADSKEY09790,Student_9790,84,48,72,78,49,65
GRADSKEY09791,Student_9791,35,72,40,66,36,59
GRADSKEY09792,Student_9792,38,77,82,39,67,36
GRADSKEY09793,Student_9793,61,87,61,84,93,61
GRADSKEY09794,Student_9794,38,46,70,58,68,95
GRADSKEY09795,Student_9795,81,76,85,96,31,81
GRADSKEY09796,Student_9796,57,79,71,43,93,100
GRADSKEY09797,Student_9797,37,83,64,39,42,90
GRADSKEY09798,Student_9798,34,52,75,84,55,58
GRADSKEY09799,Student_9799,85,75,96,97,36,33
GRADSKEY09800,Student_9800,50,87,65,33,74,84
GRADSKEY09801,Student_9801,81,69,34,64,63,82
GRADSKEY09802,Student_9802,84,67,31,88,86,77
GRADSKEY09803,Student_9803,50,79,75,53,48,46
GRADSKEY09804,Student_9804,77,72,78,93,69,66
GRADSKEY09805,Student_9805,60,56,52,55,42,54
GRADSKEY09806,Student_9806,37,46,81,59,59,42
GRADSKEY09807,Student_9807,94,70,32,38,88,74
GRADSKEY09808,Student_9808,58,33,53,71,80,59
GRADSKEY09809,Student_9809,60,62,74,60,67,39
GRADSKEY09810,Student_9810,35,54,60,81,36,42
GRADSKEY09811,Student_9811,45,38,88,92,97,57
GRADSKEY09812,Student_9812,40,43,98,66,45,44
GRADSKEY09813,Student_9813,99,72,61,90,46,76
GRADSKEY09814,Student_9814,30,67,73,89,45,46
GRADSKEY09815,Student_9815,42,65,99,63,43,38
GRADSKEY09816,Student_9816,40,64,85,90,49,31
GRADSKEY09817,Student_9817,70,70,78,91,58,35
GRADSKEY09818,Student_9818,34,71,59,80,36,87
GRADSKEY09819,Student_9819,96,30,40,88,69,69
GRADSKEY09820,Student_9820,42,86,42,42,99,33
GRADSKEY09821,Student_9821,77,99,87,37,62,44
GRADSKEY09822,Student_9822,61,49,43,53,56,76
GRADSKEY09823,Student_9823,30,44,86,48,63,36
GRADSKEY09824,Student_9824,78,43,76,90,32,37
GRADSKEY09825,Student_9825,91,86,91,59,60,41
GRADSKEY09826,Student_9826,76,55,83,93,95,76
GRADSKEY09827,Student_9827,55,62,74,40,86,66
GRADSKEY09828,Student_9828,90,55,33,90,50,75
GRADSKEY09829,Student_9829,70,86,99,71,37,52
GRADSKEY09830,Student_9830,50,100,36,54,57,34
GRADSKEY09831,Student_9831,80,68,98,49,98,59
GRADSKEY09832,Student_9832,89,60,85,97,99,45
GRADSKEY09833,Student_9833,67,36,52,54,41,74
GRADSKEY09834,Student_9834,62,97,64,90,51,50
GRADSKEY09835,Student_9835,54,63,98,33,78,58
GRADSKEY09836,Student_9836,85,99,70,39,77,41
GRADSKEY09837,Student_9837,39,62,49,61,82,61
GRADSKEY09838,Student_9838,45,30,85,59,72,44
GRADSKEY09839,Student_9839,53,89,42,63,97,81
GRADSKEY09840,Student_9840,44,98,90,60,44,86
GRADSKEY09841,Student_9841,58,57,38,100,38,72
GRADSKEY09842,Student_9842,77,55,61,67,46,39
GRADSKEY09843,Student_9843,44,35,79,64,36,48
GRADSKEY09844,Student_9844,72,83,32,63,53,51
GRADSKEY09845,Student_9845,43,33,81,31,91,74
GRADSKEY09846,Student_9846,42,51,51,56,52,34
GRADSKEY09847,Student_9847,78,75,44,55,36,34
GRADSKEY09848,Student_9848,52,89,49,69,46,77
GRADSKEY09849,Student_9849,51,44,65,54,84,98
GRADSKEY09850,Student_9850,35,43,39,90,88,74
GRADSKEY09851,Student_9851,58,93,84,70,38,85
GRADSKEY09852,Student_9852,98,81,60,97,92,61
GRADSKEY09853,Student_9853,40,53,54,60,34,75
GRADSKEY09854,Student_9854,59,58,62,90,48,56
GRADSKEY09855,Student_9855,67,44,62,82,67,39
GRADSKEY09856,Student_9856,56,70,41,48,36,71
GRADSKEY09857,Student_9857,71,71,94,65,62,70
GRADSKEY09858,Student_9858,32,74,97,44,80,64
GRADSKEY09859,Student_9859,85,91,44,64,46,82
GRADSKEY09860,Student_9860,62,54,79,88,47,94
GRADSKEY09861,Student_9861,46,45,79,80,63,87
GRADSKEY09862,Student_9862,71,42,41,56,98,46
GRADSKEY09863,Student_9863,83,80,79,37,89,68
GRADSKEY09864,Student_9864,51,80,77,54,51,57
GRADSKEY09865,Student_9865,36,38,85,83,60,99
GRADSKEY09866,Student_9866,46,42,79,40,90,70
GRADSKEY09867,Student_9867,66,64,79,66,55,63
GRADSKEY09868,Student_9868,35,49,53,94,44,89
GRADSKEY09869,Student_9869,85,67,61,83,96,73
GRADSKEY09870,Student_9870,42,83,89,92,31,88
GRADSKEY09871,Student_9871,82,66,100,49,30,42
GRADSKEY09872,Student_9872,43,40,55,38,93,40
GRADSKEY09873,Student_9873,65,67,41,66,98,82
GRADSKEY09874,Student_9874,43,86,36,39,90,38
GRADSKEY09875,Student_9875,62,99,95,42,52,97
GRADSKEY09876,Student_9876,42,70,80,96,88,71
GRADSKEY09877,Student_9877,35,88,49,46,64,38
GRADSKEY09878,Student_9878,55,66,63,69,89,46
GRADSKEY09879,Student_9879,87,79,35,88,31,52
GRADSKEY09880,Student_9880,49,34,95,72,49,79
GRADSKEY09881,Student_9881,81,43,44,75,65,42
GRADSKEY09882,Student_9882,34,95,89,54,43,39
GRADSKEY09883,Student_9883,30,56,58,77,72,69
GRADSKEY09884,Student_9884,87,32,61,36,48,39
GRADSKEY09885,Student_9885,49,49,87,44,71,58
GRADSKEY09886,Student_9886,53,100,43,80,39,41
GRADSKEY09887,Student_9887,82,62,50,59,99,39
GRADSKEY09888,Student_9888,69,57,96,45,68,89
GRADSKEY09889,Student_9889,68,30,71,60,31,46
GRADSKEY09890,Student_9890,61,83,31,74,71,70
GRADSKEY09891,Student_9891,73,80,76,84,55,51
GRADSKEY09892,Student_9892,89,62,37,77,90,77
GRADSKEY09893,Student_9893,48,81,61,91,80,82
GRADSKEY09894,Student_9894,83,89,78,32,46,84
GRADSKEY09895,Student_9895,43,90,67,46,43,35
GRADSKEY09896,Student_9896,67,54,33,98,88,66
GRADSKEY09897,Student_9897,74,30,81,44,38,46
GRADSKEY09898,Student_9898,78,54,65,41,48,36
GRADSKEY09899,Student_9899,46,75,41,65,95,30
GRADSKEY09900,Student_9900,60,96,47,76,85,53
GRADSKEY09901,Student_9901,49,80,97,53,32,99
GRADSKEY09902,Student_9902,44,66,92,48,60,89
GRADSKEY09903,Student_9903,82,42,66,89,65,66
GRADSKEY09904,Student_9904,85,80,34,96,61,96
GRADSKEY09905,Student_9905,69,43,97,31,89,50
GRADSKEY09906,Student_9906,89,50,45,62,31,69
GRADSKEY09907,Student_9907,52,77,95,46,63,56
GRADSKEY09908,Student_9908,36,40,89,32,65,55
GRADSKEY09909,Student_9909,99,68,100,95,86,71
GRADSKEY09910,Student_9910,43,48,58,50,49,41
GRADSKEY09911,Student_9911,98,78,59,65,99,73
GRADSKEY09912,Student_9912,100,70,76,52,61,84
GRADSKEY09913,Student_9913,38,65,96,69,38,79
GRADSKEY09914,Student_9914,84,59,44,52,31,49
GRADSKEY09915,Student_9915,47,78,98,96,91,73
GRADSKEY09916,Student_9916,87,35,83,93,96,94
GRADSKEY09917,Student_9917,87,100,91,99,67,91
GRADSKEY09918,Student_9918,68,69,45,73,41,43
GRADSKEY09919,Student_9919,30,95,74,74,88,100
GRADSKEY09920,Student_9920,99,66,33,93,90,92
GRADSKEY09921,Student_9921,74,90,93,41,57,81
GRADSKEY09922,Student_9922,100,32,47,98,51,66
GRADSKEY09923,Student_9923,78,85,69,45,58,70
GRADSKEY09924,Student_9924,35,66,83,79,71,40
GRADSKEY09925,Student_9925,83,62,62,63,89,48
GRADSKEY09926,Student_9926,55,50,89,79,33,52
GRADSKEY09927,Student_9927,62,69,62,50,98,98
GRADSKEY09928,Student_9928,55,99,36,77,65,85
GRADSKEY09929,Student_9929,38,68,64,91,72,94
GRADSKEY09930,Student_9930,62,36,56,63,63,60
GRADSKEY09931,Student_9931,72,31,99,37,90,32
GRADSKEY09932,Student_9932,98,74,33,35,70,96
GRADSKEY09933,Student_9933,60,35,83,69,89,66
GRADSKEY09934,Student_9934,67,66,97,52,38,82
GRADSKEY09935,Student_9935,73,78,55,34,56,65
GRADSKEY09936,Student_9936,86,67,51,55,84,62
GRADSKEY09937,Student_9937,48,95,38,35,62,31
GRADSKEY09938,Student_9938,75,84,72,32,61,58
GRADSKEY09939,Student_9939,74,62,87,38,51,75
GRADSKEY09940,Student_9940,78,72,59,51,68,99
GRADSKEY09941,Student_9941,38,33,53,88,35,43
GRADSKEY09942,Student_9942,43,43,39,83,43,74
GRADSKEY09943,Student_9943,85,36,90,31,95,71
GRADSKEY09944,Student_9944,57,55,59,67,43,39
GRADSKEY09945,Student_9945,87,77,60,75,96,86
GRADSKEY09946,Student_9946,74,86,31,57,94,78
GRADSKEY09947,Student_9947,86,34,41,65,91,100
GRADSKEY09948,Student_9948,44,64,83,43,92,54
GRADSKEY09949,Student_9949,100,71,57,37,69,32
